Realm,Area,Mob,Item,Slot,Type,Spell,Level,Damage,Timer,Fumble,Accuracy,Defense,Sigil,SigilLvl,Weight,Notes
Evil,Stables of Yazik,unicorn rider,gryphon rider's stormhammer,weapon,crush 1h,,40,very good,3500,sometimes,normal,,,,7,
Evil,Temple of the Divine Horn,unicorn worshipper,sealed tome of forbidden arts,weapon,direct crush 1h,necromantic.blast.crush,40,small,,rarely,normal,,pain,3,5,
Evil,Valley of Giants,cliff giant,quality obsidian-headed sledge,weapon,crush 2h,,40,amazing,3800,sometimes,normal,,,,14,
Evil,Valley of Giants,cloud giant,knife of condensed clouds,weapon,thrust 1h,,40,,,,,,lightning,,3,
Evil,Valley of Giants,Fire Giant King,flame-wrapped obsidian bastard sword,weapon,slash 1h,,40,very good,3200,sometimes,,,fire,3,9,
Evil,Valley of Giants,Fire Giant King,obsidian tower shield,shield,plate,tough.skin.ii,40,,,,,,,,20,boss
Evil,Valley of Giants,Fire Giant King,translucent bracelet containing magma,jewel,,fire.protect,40,,,,,,,,1,boss
Evil,Valley of Giants,magma man,molten greatsword,weapon,direct slash 2h,lava.slash.ii,40,good,3600,sometimes,normal,,fire,3,13,
Evil,Valley of Giants,storm giant,translucent staff of storms,weapon,parry staff,wisdom.i,40,good,3500,sometimes,normal,much better,,,18,
Evil,Valley of Giants,swamp giant,sword of the swamp,weapon,offhand slash 1h,weapon.disease.iv,40,good,3199,sometimes,normal,,water,3,6,
Evil,Arctic Glaciers,servant,spiral of black ice,weapon,direct thrust 2h,black.ice.ii,40,small,3000,sometimes,better,,cold,3,8,
Good,Acheronian Keep,black masked torturer,blood drenched dagger,weapon,offhand thrust 1h,weapon.bleed.v,40,good,,sometimes,normal,,,,3,
Good,Acheronian Keep,black masked torturer,torturer's bladed gauntlets,weapon,claw,,40,small,2500,never,better,,pain,3,3,
Good,Acheronian Keep,black robed jail guard,halberd of midnight,weapon,thrust 2h,,40,very good,,never,normal,,pain,3,10,
Good,Acheronian Keep,featureless jail keeper,sceptre of the unholy,weapon,offhand crush 1h,,40,good,,never,normal,,,,4,
Good,Acheronian Keep,featureless jail keeper,black blade of forbidden arts,weapon,direct slash 1h,necromantic.blast.slash,40,good,,sometimes,normal,,pain,3,6,
Good,Acheronian Keep,"Mad Alchemist, Alberich",ethereal liquid longstaff,weapon,offhand crush 2h,,40,very good,,sometimes,normal,,water,3,16,
Good,Acheronian Keep,"Mad Alchemist, Alberich",cap of clear sight,head,cloth,direct.enhance.ii,40,,,,,much worse,,,4,
Good,Acheronian Keep,"Mad Alchemist, Alberich",Alchemist's glass eye,jewel,,crush.enhance.ii,40,,,,,,,,1,boss
Good,Acheronian Keep,master of pain,soul-cursed greatstaff,weapon,direct crush 2h,psionic.whip,40,good,,never,normal,,,,14,
Good,Acheronian Keep ,master of pain,kris of depravity,weapon,direct thrust 1h,corrupt.water.thrust,40,small,,rarely,normal,,,,3,
Good,Cavern of Shadows,crazed minotaur nomad,staff of desert wind,weapon,parry staff,combat.i,40,good,,sometimes,normal,much better,,,18,
Good,Cavern of Shadows,greater balrog,troll-demon's manslayer,weapon,slash 1h,,40,very good,,sometimes,normal,,,,8,
Good,Cavern of Shadows,mottled minotaur warlord,great minotaur cleaver,weapon,slash 2h,,40,very good,,sometimes,normal,,,,10,
Good,Chui Savanna,gnoll poacher,dragonhorn double-crossbow,weapon,fired 2h,,40,amazing,4200,often,normal,,,,17,
Good,Chui Savanna,golden baboon,golden glaive,weapon,thrust 2h,,40,very good,,sometimes,normal,,,,7,
Good,Chui Savanna,Karimere zebra,crushing stampede,weapon,crush 2h,,40,,,,,,earth,,14,
Good,Cverick's Tower,Cverick the Lich,staff of the fallen lord,weapon,parry staff,wisdom.ii,40,good,,sometimes,normal,much better,,,18,boss
Good,Cverick's Tower,Cverick the Lich,ice-etched mallet,weapon,crush 1h,,40,good,,sometimes,normal,,cold,4,9,boss
Good,Cverick's Tower,Cverick the Lich,shimmering necklace of the undying,jewel,,vitalize.ii,40,,,,,,,,1,boss
Good,Island of Mingo,white dire wolf,white wolf fang,weapon,offhand thrust 1h,,40,good,,rarely,normal,,cold,3,3,
Good,Island of MIngo,wild mountain goat,great horn hammer,weapon,offhand crush 1h,,40,good,,sometimes,better,,,,7,
Good,Karimere Highlands,hump-backed jackal,longknife of the hunt,weapon,offhand thrust 1h,,40,good,,sometimes,normal,,,,7,
Good,Shrouded City of Craebaen,craebaen citizen,manticore-spine bow,weapon,fired 2h,weapon.poison.iv,40,very good,3800,sometimes,normal,,,,14,
Good,Shrouded City of Craebaen,crimson eyed craebaen warlock,wistful blade,weapon,offhand slash 1h,,40,good,,sometimes,better,,cold,3,5,
Good,Shrouded City of Craebaen,elite craebean gyp'ran,floating glass witch's orb,weapon,direct crush 1h,witch.pyre.crush,40,small,,rarely,normal,,,,4,
Good,Shrouded City of Craebaen,emerald feathered-tailed shalic hawk,twilight-infused sunderer,weapon,slash 2h,,40,very good,,sometimes,normal,,,,12,
Good,Shrouded City of Craebaen,swarm of mosquitoes,gauntlets of infestation,weapon,offhand crush 2h,infested.blood,40,very good,,sometimes,normal,,,,15,
Chaos,Caverns of Gaggsith,Bvolgard knight,Bvolgard light shield,shield,leather,strength.ii,45,,,,,,,,12,
Chaos,Caverns of Gaggsith,Bvolgard knight,shiv of black ice,weapon,direct thrust 1h,black.ice.thrust,45,small,,sometimes,better,,,,4,
Chaos,Caverns of Gaggsith,Bvolgard knight,rune inscribed headband,head,cloth,shield.iii,45,,,,,normal,,,4,
Chaos,Caverns of Gaggsith,demonmaster of Bvolg,demonmaster's flaming whip,weapon,direct slash 1h,flaming.whip,45,,,,,,,,7,
Chaos,Caverns of Gaggsith,demonmaster of Bvolg,"voluminous, cowled brown robe",body,cloth,intelligence.ii,45,,,,,normal,,,8,
Chaos,Caverns of Gaggsith,grinning imp demon,demons heartless footguards,feet,plate,dexterity.ii,45,,,,,normal,,,14,
Chaos,Caverns of Gaggsith,grinning imp demon,mischievious sling,weapon,fired 1h,,45,very good,,,normal,,,,6,
Chaos,Caverns of Gaggsith,sable-robed drow cultist,staff of twisted roots,weapon,direct crush 2h,twisted.roots,45,very good,,,better,,,,14,
Chaos,Caverns of Gaggsith,sable-robed drow cultist,dirt covered gardening manual,weapon,direct crush 1h,soil.blast.crush,45,small,,sometimes,normal,,earth,2,2,
Chaos,Caverns of Gaggsith,sable-robed drow cultist,black cloak of discord,cloak,cloth,dexterity.ii,45,,,,,normal,,,2,
Chaos,Caverns of Gaggsith,six-armed demonic swordsman,demonic shiv,weapon,thrust 1h,,45,good,,rarely,normal,,,,2,
Chaos,Caverns of Gaggsith,six-armed demonic swordsman,bloodied demonic gladius,weapon,offhand slash 1h,,45,,,,,,pain,3,4,
Chaos,Caverns of Gaggsith,six-armed demonic swordsman,infernal flanged mace,weapon,crush 1h,,45,very good,,,normal,,fire,3,5,
Chaos,Caverns of Gaggsith,slimey-skinned black balrog,coif of binding power,head,studded,combat.i,45,,,,,normal,,,9,
Chaos,Caverns of Gaggsith,slimey-skinned black balrog,balrog's fiery gauntlets,hands,plate,breath.enhance.i,45,,,,,normal,fire,1,14,
Chaos,Caverns of Gaggsith,veniom-winged red daemon,scaled cape of faded visions,cloak,studded,evade.enhance.ii,45,,,,,normal,,,7,
Chaos,Caverns of Gaggsith,veniom-winged red daemon,demonscale leggings,legs,leather,minor.fire.protect,45,,,,,normal,fire,1,10,
Chaos,Caverns of Gaggsith,veniom-winged red daemon,hellforged greatsword,weapon,direct slash 2h,flames.of.hades.iii,45,good,,sometimes,normal,,,,,
Chaos,Citadel of Gnovormir,???,hovering sword of the righteous,weapon,direct slash 1h,righteous.blaze.slash,45,small,,sometimes,better,,,,3,
Chaos,Citadel of Gnovormir,animated metal skeleton,imbued metal ribcage,body,plate,double.enhance.i,45,,,,,normal,water,1,23,
Chaos,Citadel of Gnovormir,gnovormir lich-demon,accursed demon's toughskin boots,feet,leather,tough.skin.ii,45,,,,,,,,6,
Chaos,Citadel of Gnovormir,mysterious floating sphere,softly pulsing gloves of light,hands,cloth,regenerate.ii,45,,,,,normal,lightning,1,4,
Chaos,Citadel of Gnovormir,mysterious floating sphere,spark of light,jewel,,intelligence.ii,45,,,,,,,,1,
Chaos,Citadel of Gnovormir,spectral demon,studded greaves of misery,legs,studded,crush.enhance.i,45,,,,,normal,,,13,
Chaos,Citadel of Gnovormir,spectral demon,armor of woven shadows,body,leather,slash.enhance.i,45,,,,,,pain,1,12,
Chaos,Citadel of Gnovormir,spirit of a gnomic champion,fiery whirlwind axe,weapon,slash 2h,,45,very good,,sometimes,normal,,fire,3,10,
Chaos,Citadel of Gnovormir,spirit of a gnomic champion,spiked gnomish warhammer,weapon,crush 1h,,45,,,,,,,,7,
Chaos,Citadel of Gnovormir,spirit of a gnomic warrior,shifting halberd,weapon,thrust 2h,,45,very good,,sometimes,normal,,,,8,
Chaos,Citadel of Gnovormir,spirit of a gnomic warrior,scaled chestguard of freedom,body,studded,strength.ii,45,,,,,normal,,,16,
Chaos,Citadel of Gnovormir,tarnished platinum golem,rune-etched platinum claymore,weapon,slash 2h,,45,,,,,,,,12,
Chaos,Citadel of Gnovormir,tarnished platinum golem,dragoon plated gauntlets,hands,plate,shield.iii,45,,,,,,,,14,obsolete?
Chaos,Citadel of Gnovormir,tarnished platinum golem,heavy platinum fists,weapon,offhand crush 2h,,45,very good,,sometimes,better,,earth,4,14,
Chaos,Citadel of Gnovormir,whirling clockwork blade machine,steam-powered grips of clockwork,hands,plate,regenerate.ii,45,,,,,normal,,,14,
Chaos,Crystalline Mines,Elf slave,elven trueaim helmet,head,leather,volley.enhance.i,45,,,,,normal,water,1,6,
Chaos,Crystalline Mines,ogre slave,tattered red robes,body,cloth,vitalize.ii,45,,,,,normal,fire,1,8,
Chaos,Crystalline Mines,skeleton slave,gloves of eternal labor,hands,studded,evade.enhance.ii,45,,,,,normal,lightning,1,9,
Chaos,Deadlands,black plague zombie,rotting zombie's hands,hands,leather,strength.ii,45,,,,,normal,,,6,
Chaos,Deadlands,fallen troll warrior,greatplate of the dead,body,plate,constitution.i,45,,,,,normal,pain,1,23,
Chaos,Deadlands,flaming ogre skeleton,plate warboots of molten fire,feet,plate,strength.ii,45,,,,,normal,,,14,
Chaos,Deadlands,flaming ogre skeleton,leggings of flame,legs,cloth,vitalize.ii,45,,,,,normal,fire,1,6,
Chaos,Deadlands,flesh eater,grips of the damned,hands,studded,dexterity.ii,45,,,,,normal,,,9,
Chaos,Deadlands,flesh eater,flesh-eating longbow,weapon,fired 2h,weapon.bleed.iv,45,amazing,3800,sometimes,normal,,,,14,
Chaos,Deadlands,fleshed eater,hood of stitched flesh,head,cloth,dexterity.ii,45,,,,,normal,,,4,
Chaos,Deadlands,undead warrior general,boots of twisted torment,feet,studded,intelligence.ii,45,,,,,normal,,,9,
Chaos,Deadlands,undead warrior general,helm of the ancients,head,plate,wisdom.i,45,,,,,normal,,,14,
Chaos,Deadlands,undead warrior general,warmaster's mastercraft leggings,legs,plate,vitalize.ii,45,,,,,normal,,,19,
Chaos,Deadlands,underdweller,bone cuirass of blessed nightmares,body,studded,hide.enhance.ii,45,,,,,normal,pain,1,16,
Chaos,Deadlands,underdweller,wraith's footwraps of blight,feet,leather,intelligence.ii,45,,,,,normal,,,6,
Chaos,Deadlands,underdweller,veil of death,head,cloth,minor.mental.protect,45,,,,,normal,pain,1,4,
Chaos,Deadlands,underwold mystic,crown of black rotting leaves,head,cloth,intelligence.ii,45,,,,,normal,,,4,
Chaos,Deadlands,underworld assassin,aged leggings of movement,legs,leather,agility.ii,45,,,,,normal,,,10,
Chaos,Deadlands,underworld honor guard,aegis of the underworld,shield,plate,minor.mental.protect,45,,,,,,pain,1,24,
Chaos,Drakurat's Spine,apprentice rider,honorbound footsteps,feet,studded,vitalize.ii,45,,,,,normal,,,9,
Chaos,Drakurat's Spine,apprentice rider,dragon rider's longsword,weapon,slash 1h,,45,very good,,,normal,,,,6,
Chaos,Drakurat's Spine,apprentice rider,lance of dragontide,weapon,direct thrust 2h,wave.blast.iii,45,good,,sometimes,normal,,,,11,
Chaos,Drakurat's Spine,apprentice rider,zealous dragoncaller leggings,legs,cloth,combat.i,45,,,,,normal,cold,1,6,
Chaos,Drakurat's Spine,azure dragon,azure boots of misty rain,feet,cloth,percept.enhance.i,45,,,,,normal,water,1,4,
Chaos,Drakurat's Spine,blazing drake,cinder singed dragonspawn breastplate,body,plate,tough.skin.ii,45,,,,,normal,,,23,
Chaos,Drakurat's Spine,blue dragon hatchling,dragon hatchling's talon,weapon,offhand thrust 1h,,45,good,2500,rarely,normal,,cold,3,3,
Chaos,Drakurat's Spine,blue dragon hatchling,scaled dragon hide leggings,legs,leather,dexterity.ii,45,,,,,normal,,,10,
Chaos,Drakurat's Spine,blue dragon hatchling,talon of the blue,weapon,claw,,45,small,2800,never,normal,,water,3,4,
Chaos,Drakurat's Spine,dragon rider,brutal studded cap,head,studded,strength.ii,45,,,,,normal,,,9,
Chaos,Drakurat's Spine,dragon rider,mist-dragon protector's gloves,hands,cloth,evade.enhance.ii,45,,,,,normal,,,4,
Chaos,Drakurat's Spine,dragon rider instructor,heavy dragon scale leggings,legs,plate,constitution.i,45,,,,,normal,lightning,1,19,
Chaos,Drakurat's Spine,emerald green dragon,mail boots of the far traveler,feet,studded,constitution.i,45,,,,,normal,water,1,9,
Chaos,Drakurat's Spine,emerald green dragon,heavy dragon scale cloak,cloak,plate,strength.ii,45,,,,,,,,11,
Chaos,Drakurat's Spine,green dragon hatchling,sharpened dragonspine spear,weapon,thrust 2h,,45,amazing,,,normal,,,,11,
Chaos,Drakurat's Spine,green dragon hatchling,dragon-claw necklace,jewel,,protect.iii,45,,,,,,lightning,1,1,
Chaos,Drakurat's Spine,ivory dragon,heavy dragon scale helm,head,plate,dexterity.ii,45,,,,,normal,,,14,
Chaos,Drakurat's Spine,minor green dragon,scaled dragon hide armor,body,leather,wisdom.i,45,,,,,,shock,1,12,
Chaos,Drakurat's Spine,minor red dragon,red dragon scale necklace,jewel,,minor.fire.protect,45,,,,,,fire,1,1,
Chaos,Drakurat's Spine,minor white dragon,scaled dragon hide helm,head,leather,regenerate.ii,45,,,,,normal,cold,1,6,
Chaos,Drakurat's Spine,mounted journeyman rider,scarred dragonscale great boots,feet,plate,berzerk.enhance.i,45,,,,,,cold,1,14,
Chaos,Drakurat's Spine,mounted journeyman rider,dragon claw gloves,hands,leather,agility.ii,45,,,,,,,,6,
Chaos,Drakurat's Spine,noxious drake,guardian drake's claws,hands,plate,strength.ii,45,,,,,,,,14,
Chaos,Drakurat's Spine,pale drake,ivory studded tunic,body,studded,dexterity.ii,45,,,,,normal,,,16,
Chaos,Drakurat's Spine,pale drake,Drakurat's cape of the talon,cloak,studded,rake.enhance.i,45,,,,,much worse,,,7,
Chaos,Drakurat's Spine,pale drake,pale boots of frost,feet,leather,constitution.i,45,,,,,,cold,1,6,
Chaos,Drakurat's Spine,red dragon hatchling,dragon hide buckler,shield,leather,agility.ii,45,,,,,normal,,,12,
Chaos,Drakurat's Spine,snow dragon hatchling,dragon-leather jerkin,body,leather,dexterity.ii,45,,,,,normal,,,12,
Chaos,Drakurat's Spine,snow dragon hatchling,greathammer of winter,weapon,crush 2h,,45,amazing,,sometimes,,,cold,3,14,
Chaos,Drakurat's Spine,white dragon hatchling,length of petrified dragon bone,weapon,parry staff,minor.earth.protect,45,good,,sometimes,better,normal,,,18,
Chaos,Drakurat's Spine,white dragon hatchling,hammer of white flame,weapon,offhand crush 1h,,45,very good,3200,sometimes,normal,,fire,3,6,
Chaos,Mount Decadare,blood cult champion,massive gore splattered claymore,weapon,slash 2h,,45,,,,,,,,14,
Chaos,Mount Decadare,blood cult champion,blood-red axe of the champion,weapon,offhand slash 1h,,45,very good,,sometimes,normal,,,,7,
Chaos,Mount Decadare,blood cult warrior,partisan of pain,weapon,thrust 2h,,45,,,,,,pain,,13,
Chaos,Mount Decadare,blood cult warrior,ebony throat-ripper bow,weapon,fired 2h,,45,,,,,,,,12,
Chaos,Mount Decadare,blood golem,cap of flayed skin,head,leather,combat.i,45,,,,,normal,shock,1,6,
Chaos,Mount Decadare,blood golem,huge club of gore,weapon,crush 2h,weapon.bleed.iv,45,amazing,,sometimes,normal,,,,15,
Chaos,Mount Decadare,gore abomination,ring of blood,jewel,,sneak.enhance.ii,45,,,,,,,,1,
Chaos,Mount Decadare,priestess of pain,studded gauntlets of pain,hands,studded,mark.enhance.i,45,,,,,normal,,,9,
Chaos,Mount Decadare,priestess of pain,grieving studded legguards,legs,studded,vitalize.ii,45,,,,,normal,,,13,
Chaos,Mount Decadare,priestess of pain,executioner's hood,head,cloth,strength.ii,45,,,,,,,,4,
Chaos,Mount Decadare,shadowy beast,shadowleather reinforced grips,hands,leather,combat.i,45,,,,,,pain,1,6,
Chaos,Mount Decadare,shadowy beast,inky black boots,feet,cloth,hide.enhance.ii,45,,,,,normal,,,4,
Chaos,Nomadic Caravan,lizardman machinist,sunsoaked breeches of swiftstrikes,legs,cloth,agility.ii,45,,,,,normal,,,6,
Chaos,Nomadic Caravan,nomadic commoner,shroud of the far traveler,cloak,studded,regenerate.ii,45,,,,,normal,,,7,
Chaos,Nomadic Caravan,nomadic commoner,small wooden trinket,jewel,,tough.skin.ii,45,,,,,,,,1,
Chaos,Nomadic Caravan,nomadic saurian enforcer,gauntlets of the far traveler,hands,studded,sneak.enhance.ii,45,,,,,normal,,,9,
Chaos,Nomadic Caravan,nomadic saurian enforcer,kraken-hide leggings,legs,plate,percept.enhance.i,45,,,,,normal,water,1,19,
Chaos,Nomadic Caravan,Saurilite ronin,gauntlets of the far traveler,hands,studded,sneak.enhance.ii,45,,,,,normal,,,9,
Chaos,Pirate's Cove,bandana capped dromond captain,leviathan chain mail cloak,cloak,cloth,strength.ii,45,,,,,,,,2,
Chaos,Pirate's Cove,Captain 'Mad Eyes' Rutland,Captain's Hook,weapon,slash 2h,,45,amazing,,sometimes,normal,,water,4,12,boss
Chaos,Ruins of Gnovormir,gnovormir lich-demon,lich's blood-cursed spire,weapon,parry staff,intelligence.ii,45,good,,sometimes,better,normal,,,18,
Chaos,Ruins of Gnovormir,green-yellow glowing spectre,spectral hammer from beyond,weapon,crush 2h,,45,amazing,,,normal,,,,13,
Chaos,Ruins of Gnovormir,green-yellow glowing spectre,spectral pants of vengeance,legs,cloth,crush.enhance.i,45,,,,,better,,,6,
Chaos,Ruins of Gnovormir,undead Gnovormir archmage,archmage's staff of ice,weapon,direct crush 2h,archmage.ice,45,good,,,better,,cold,4,12,
Chaos,Ruins of Gnovormir,undead Gnovormir archmage,ebony robes of divinity,body,cloth,wisdom.i,45,,,,,,lightning,1,8,
Chaos,Saurian Wastes,chasm basilisk,silver basilisk protectors,feet,cloth,constitution.i,45,,,,,,earth,1,4,
Chaos,Saurian Wastes,desert madman,mail leggings of the far traveler,legs,studded,dexterity.ii,45,,,,,normal,,,13,
Chaos,Saurian Wastes,desert madman,patchwork hide cloak of the wastes,cloak,leather,hide.enhance.ii,45,,,,,normal,,,4,
Chaos,Saurian Wastes,dune mantis,winged mantis carapace battleboots,feet,plate,agility.ii,45,,,,,,,,14,
Chaos,Saurian Wastes,sand ray,chestguard of shifting sand,body,leather,vitalize.ii,45,,,,,normal,earth,1,12,
Chaos,Saurian Wastes,twin-tailed scorpion,scorpion carapace helm,head,leather,poison.resist.iii,45,,,,,normal,,,6,
Chaos,Southern Dunes,dune basilisk,basilisk scale cloak,cloak,plate,minor.earth.protect,45,,,,,,cold,1,11,
Chaos,Southern Dunes,Saurilite bone priest,bone amulet,jewel,,bless.i,45,,,,,,,,1,
Chaos,Southern Dunes,Saurilite guardian,mended cloak of deflection,cloak,studded,tough.skin.ii,45,,,,,normal,,,7,
Chaos,Southern Dunes,Saurilite guardian,desert-protectors mirage boots,feet,plate,evade.enhance.ii,45,,,,,normal,,,14,
Chaos,Southern Dunes,Saurilite guardian,wildflame guardian's gloves,hands,cloth,combat.i,45,,,,,normal,fire,1,4,
Chaos,Southern Dunes,Saurilite ninja,pair of haunted muffled steps,feet,leather,sneak.enhance.ii,45,,,,,normal,,,6,
Chaos,Southern Dunes,Saurilite ninja,shugendo-crested silken kimono,body,cloth,agility.ii,45,,,,,normal,,,8,
Chaos,Throrfiril,black griffon,black and gold leather cap,head,leather,intelligence.ii,45,,,,,normal,,,6,
Chaos,Throrfiril,elite griffon rider,cloak of blessed nights,cloak,studded,agility.ii,45,,,,,normal,cold,1,7,
Chaos,Throrfiril,elite griffon rider,handguards of the elite,hands,plate,agility.ii,45,,,,,normal,,,14,
Chaos,Throrfiril,forest sylph,cloak of rippling water,cloak,cloth,blur.iii,45,,,,,worse,water,1,3,
Chaos,Throrfiril,griffin rider,cloak of shimmering griffon feathers,cloak,cloth,strength.ii,45,,,,,,,,2,
Chaos,Throrfiril,silver hippogriff,footguards of fortune,feet,studded,wisdom.i,45,,,,,normal,,,9,
Chaos,Throrfiril,stealthy kenku,grips of the assassin,hands,leather,evade.enhance.ii,45,,,,,normal,,,6,
Chaos,Throrfiril,throrfiril guard,forest guard's hauberk,body,plate,shield.iii,45,,,,,,,,23,
Chaos,Throrfiril,throrfiril guard,elven gorget,jewel,,agility.ii,45,,,,,,,,1,
Chaos,Throrfiril,throrfiril mage,violet mageblade leggings,legs,plate,intelligence.ii,45,,,,,normal,,,19,
Chaos,Throrfiril,throrfiril mage,warrior-mage's spell-woven boots,feet,cloth,direct.enhance.ii,45,,,,,normal,,,4,
Chaos,Throrfiril,throrfiril slave guard,circlet of the far traveler,head,studded,vitalize.ii,45,,,,,normal,,,9,
Chaos,Throrfiril,throrfiril slave guard,leggings of oppression,legs,leather,direct.enhance.ii,45,,,,,normal,,,10,
Chaos,Throrfiril,throrforil master captain,warbringer captain's visage,head,plate,combat.i,45,,,,,normal,lightning,1,14,
Chaos,Throrfiril,yellow creeper,dazzling yellow jacket,body,cloth,dexterity.ii,45,,,,,normal,,,8,
Chaos,Tomb of the Dragon King,awakened dragon spirit,fiery ancient shield of chaos,shield,plate,tough.skin.ii,45,,,,,normal,,,24,
Chaos,Tomb of the Dragon King,awakened dragon spirit,floating eye of flame,jewel,,direct.enhance.ii,45,,,,,,,,1,
Chaos,Tomb of the Dragon King,headless dragon lord,infused leggings of the titans,legs,studded,tough.skin.ii,45,,,,,normal,,,13,
Chaos,Verulian Falls,"albino, three-clawed scorpion",scorpion tail belt,jewel,,protect.iii,45,,,,,,fire,1,1,
Chaos,Verulian Falls,giant tree basilisk,feral scaled helm,head,studded,regenerate.ii,45,,,,,normal,,,9,
Chaos,Verulian Falls,giant tree basilisk,cape of fallen leaves,cloak,cloth,wisdom.i,45,,,,,,cold,1,2,
Chaos,Verulian Falls,grinning wooly grizzly,grinning grizzly skull helmet,head,plate,melee.enhance.i,45,,,,,,water,1,14,
Chaos,Verulian Falls,grinning wooly grizzly,tattered woolly cape,cloak,cloth,minor.cold.protect,45,,,,,normal,lightning,1,2,
Chaos,Verulian Falls,moss covered ent,gauntlets of mossy bark,hands,leather,minor.lightning.protect,45,,,,,,lightning,1,6,
Chaos,Verulian Falls,protruding root tendril,gnarled gauntlets,hands,studded,combat.i,45,,,,,normal,,,9,obsolete
Chaos,Verulian Falls,protruding root tendril,gloves of woven roots,hands,cloth,strength.ii,45,,,,,normal,,,4,
Chaos,Verulian Falls,pygmy cave worm,wormhide cloak,cloak,leather,strength.ii,45,,,,,normal,,,4,
Chaos,,,transparent ice golem head,head,plate,,45,,,,,,,,14,
Chaos,,,ent's reinforced gauntlets,hands,cloth,,45,,,,,,,,4,
Event,Christmas 2021,,ring of intense flame,jewel,,wisdom.ii,45,,,,,,,,1,
Event,Independence Day 2021,,coralline staff of the briny deep,weapon,parry staff,vitalize.ii,45,good,,rarely,much better,,,,18,
Event,Independence Day 2021,,iridescent sunburst amulet,jewel,,wisdom.ii,45,,,,,,fire,2,1,
Event,Olmran Olympics,,Olmran Olympics bronze medal,jewel,,bless.ii,45,,,,,,pain,2,1,
Event,Olmran Olympics,,Olmran Olympics silver medal,jewel,,combat.ii,45,,,,,,fire,4,1,
Event,Pirates 2021,,trident of the brinelord,weapon,thrust 2h,,45,very good,,sometimes,much better,,shock ,5,5,"default glowing+, default laen"
Event,Pirates 2021,,rum soaked studded gloves,hands,studded,regenerate.ii,45,,,,,much better,water,2,9,
Event,Pirates 2021,,gold brocade pirate jacket,body,plate,constitution.ii,45,,,,,,shock ,2,23,
Event,Pirates 2021,,cutlass of dark water,weapon,offhand slash 1h,,45,good,,rarely,much better,,water,5,1,default glowing+
Event,Pirates 2021,,shimmering cloak of parrot feathers,cloak,leather,combat.ii,45,,,,,,lightning,2,4,"default glowing, default eogg"
Event,Pirates 2021,,weather-beaten crossbow,weapon,fired 2h,,45,amazing,4000,rarely,much better,,earth,5,15,"default glowing, default ebony"
Event,Pirates 2021,,prodigious purple pantaloons,legs,cloth,wisdom.ii,45,,,,,better,earth,2,3,
Event,Pirates 2021,,golden rose of the winds,jewel,,constitution.ii,45,,,,,,pain,2,1,
Event,Thanksgiving 2021,,halberd of the dragon knight,weapon,thrust 2h,,45,,,,,,fire,5,8,
Event,Thanksgiving 2021,,hauberk of the desert sun,body,leather,agility.ii,45,,,,,,fire,2,12,
Event,Thanksgiving 2021,,battlehammer of frozen flame,weapon,crush 2h,,45,,,,,,cold,5,10,
Event,Thanksgiving 2021,,cloak of shifting sand,cloak,,combat.ii,45,,,,,,,,,
Event,Valentine's Day 2022,,ruby-studded legguards,legs,studded,vitalize.ii,45,,,,,much better,shock,2,13,
Event,Valentine's Day 2022,,drape of affection,cloak,cloth,dexterity.ii,45,,,,,much better,pain,2,2,
Event,Valentine's Day 2022,,antique engagement ring,jewel,,combat.ii,45,,,,,,cold,2,1,
Evil,Arctic Glaciers,"black, swirling vortex",cloak of cursed magic,cloak,studded,dexterity.ii,45,,,,,normal,shock,1,7,
Evil,Arctic Glaciers,"black, swirling vortex","crystal mace, crackling with energy",weapon,offhand crush 1h,,45,very good,3400,sometimes,normal,,shock,3,7,
Evil,Arctic Glaciers,"black, swirling vortex",greatbow of oblivion,weapon,fired 2h,,45,amazing,,sometimes,better,,,,15,
Evil,Arctic Glaciers,ice knight,battleworn handguards of frost,hands,plate,agility.ii,45,,,,,normal,,,14,
Evil,Arctic Glaciers,ice Lady,shroud of the froststorm,head,leather,strength.ii,45,,,,,,,,6,
Evil,Arctic Glaciers,ice Lady,gloves of azure satin,hands,cloth,intelligence.ii,45,,,,,normal,shock,1,4,
Evil,Arctic Glaciers,ice lord,arctic direwolf chestguard,body,leather,evade.enhance.ii,45,,,,,normal,,,12,
Evil,Arctic Glaciers,ice Queen,glacial leggings,legs,plate,constitution.ii,45,,,,,normal,,,19,
Evil,Arctic Glaciers,Ice Queen,Queen's Tiara,head,cloth,wisdom.ii,45,,,,,normal,,,4,boss
Evil,Arctic Glaciers,Snow King,glacial armor,body,leather,dexterity.ii,45,,,,,normal,,,12,boss
Evil,Arctic Glaciers,Snow King,King's Crown,head,cloth,evade.enhance.ii,45,,,,,normal,,,4,
Evil,Black Keep,armored skeleton warrior,unholy casque of the dead,head,plate,wisdom.i,45,,,,,normal,pain,1,14,
Evil,Black Keep,armored skeleton warrior,obsidian defender's aegis,shield,plate,evade.enhance.ii,45,,,,,,,,24,
Evil,Black Keep,bone mage,wild mage's leggings,legs,leather,minor.shock.protect,45,,,,,normal,lightning,1,11,
Evil,Black Keep,mounted skeletal knight,raiment of unholy dreams,body,studded,sneak.enhance.ii,45,,,,,normal,,,16,
Evil,Black Keep,mounted skeletal knight,jet black cloak,cloak,cloth,agility.ii,45,,,,,normal,,,2,
